,Unnamed: 0,Certificate,Runtime,Genre,Description,Directors,Stars,Rating
221,221,PG-13,123,"Adventure,Drama,Mystery","
    Astronaut Roy McBride undertakes a mission across an unforgiving solar system to uncover the truth about his missing father and his doomed expedition that now, 30 years later, threatens the universe.",James Gray," Brad Pitt, Tommy Lee Jones, Ruth Negga, Donald Sutherland",6.6
222,222,TV-MA,122,"Action,Crime,Drama","
    El Camino: A Breaking Bad Movie follows fugitive Jesse Pinkman as he runs from his captors, the law and his past.",Vince Gilligan," Aaron Paul, Jonathan Banks, Matt Jones, Charles Baker",7.4
223,223,R,135,"Crime,Drama,Thriller","
    With his debts mounting and angry collectors closing in, a fast-talking New York City jeweler risks everything in hope of staying afloat and alive.","Benny Safdie, Josh Safdie"," Adam Sandler, Julia Fox, Idina Menzel, Mesfin Lamengo",7.5
224,224,R,148,"Drama,Horror,Mystery","
    A couple travels to Sweden to visit a rural hometown's fabled mid-summer festival. What begins as an idyllic retreat quickly devolves into an increasingly violent and bizarre competition at the hands of a pagan cult.",Ari Aster," Florence Pugh, Jack Reynor, Vilhelm Blomgren, William Jackson Harper",7.1
225,225,PG-13,137,"Action,Adventure","
    Lawman Luke Hobbs (Dwayne ""The Rock"" Johnson) and outcast Deckard Shaw (Jason Statham) form an unlikely alliance when a cyber-genetically enhanced villain threatens the future of humanity.",David Leitch," Dwayne Johnson, Jason Statham, Idris Elba, Vanessa Kirby",6.5
226,226,PG-13,123,"Action,Adventure,Comedy","
    In Jumanji: The Next Level, the gang is back but the game has changed. As they return to rescue one of their own, the players will have to brave parts unknown from arid deserts to snowy mountains, to escape the world's most dangerous game.",Jake Kasdan," Dwayne Johnson, Jack Black, Kevin Hart, Karen Gillan",6.7
227,227,PG-13,113,"Action,Adventure,Sci-Fi","
    Jean Grey begins to develop incredible powers that corrupt and turn her into a Dark Phoenix, causing the X-Men to decide if her life is worth more than all of humanity.",Simon Kinberg," James McAvoy, Michael Fassbender, Jennifer Lawrence, Nicholas Hoult",5.8
228,228,R,113,"Action,Comedy,Crime","
    An American expat tries to sell off his highly profitable marijuana empire in London, triggering plots, schemes, bribery and blackmail in an attempt to steal his domain out from under him.",Guy Ritchie," Matthew McConaughey, Charlie Hunnam, Michelle Dockery, Jeremy Strong",7.9
229,229,PG,104,"Adventure,Comedy,Family","
    In a world where people collect Pokémon to do battle, a boy comes across an intelligent talking Pikachu who seeks to be a detective.",Rob Letterman," Ryan Reynolds, Justice Smith, Kathryn Newton, Bill Nighy",6.6
230,230,R,128,"Action,Comedy,Thriller","
    Meet a new kind of action hero. Six untraceable agents, totally off the grid. They've buried their pasts so they can change the future.",Michael Bay," Ryan Reynolds, Mélanie Laurent, Manuel Garcia-Rulfo, Ben Hardy",6.1
231,231,PG-13,132,"Action,Adventure,Fantasy","
    The crypto-zoological agency Monarch faces off against a battery of god-sized monsters, including the mighty Godzilla, who collides with Mothra, Rodan, and his ultimate nemesis, the three-headed King Ghidorah.",Michael Dougherty," Kyle Chandler, Vera Farmiga, Millie Bobby Brown, Ken Watanabe",6.1
232,232,R,128,"Action,Adventure,Sci-Fi","
    An augmented human and Sarah Connor must stop an advanced liquid Terminator from hunting down a young girl, whose fate is critical to the human race.",Tim Miller," Linda Hamilton, Arnold Schwarzenegger, Mackenzie Davis, Natalia Reyes",6.3
233,233,R,121,"Biography,Drama,Music","
    A musical fantasy about the fantastical human story of Elton John's breakthrough years.",Dexter Fletcher," Taron Egerton, Jamie Bell, Richard Madden, Bryce Dallas Howard",7.3
234,234,R,99,"Action,Comedy,Horror","
    Columbus, Tallahassee, Wichita, and Little Rock move to the American heartland as they face off against evolved zombies, fellow survivors, and the growing pains of the snarky makeshift family.",Ruben Fleischer," Woody Harrelson, Jesse Eisenberg, Emma Stone, Abigail Breslin",6.8
235,235,PG,103,"Animation,Adventure,Comedy","
    Anna, Elsa, Kristoff, Olaf and Sven leave Arendelle to travel to an ancient, autumn-bound forest of an enchanted land. They set out to find the origin of Elsa's powers in order to save their kingdom.","Chris Buck, Jennifer Lee"," Kristen Bell, Idina Menzel, Josh Gad, Jonathan Groff",6.9
236,236,PG,135,"Drama,Romance","
    Jo March reflects back and forth on her life, telling the beloved story of the March sisters - four young women, each determined to live life on her own terms.",Greta Gerwig," Saoirse Ronan, Emma Watson, Florence Pugh, Eliza Scanlen",7.9
237,237,R,152,"Drama,Fantasy,Horror","
    Years following the events of The Shining (1980), a now-adult Dan Torrance must protect a young girl with similar powers from a cult known as The True Knot, who prey on children with powers to remain immortal.",Mike Flanagan," Ewan McGregor, Rebecca Ferguson, Kyliegh Curran, Cliff Curtis",7.4
238,238,R,109,"Drama,Fantasy,Horror","
    Two lighthouse keepers try to maintain their sanity whilst living on a remote and mysterious New England island in the 1890s.",Robert Eggers," Robert Pattinson, Willem Dafoe, Valeriia Karaman, Logan Hawkes",7.6
239,239,PG-13,114,"Action,Adventure,Comedy","
    The Men in Black have always protected the Earth from the scum of the universe. In this new adventure, they tackle their biggest threat to date: a mole in the Men in Black organization.",F. Gary Gray," Chris Hemsworth, Tessa Thompson, Kumail Nanjiani, Rebecca Ferguson",5.7
240,240,R,125,"Action,Adventure,Crime","
    Loyalties are tested when five friends and former special forces operatives reunite to take down a South American drug lord, unleashing a chain of unintended consequences.",J.C. Chandor," Ben Affleck, Oscar Isaac, Charlie Hunnam, Garrett Hedlund",6.4
241,241,PG-13,116,"Comedy,Fantasy,Music","
    A struggling musician realizes he's the only person on Earth who can remember The Beatles after waking up in an alternate timeline where they never existed.",Danny Boyle," Himesh Patel, Lily James, Sophia Di Martino, Ellise Chappell",6.8
242,242,PG,104,"Animation,Action,Adventure","
    When Hiccup discovers Toothless isn't the only Night Fury, he must seek ""The Hidden World"", a secret Dragon Utopia before a hired tyrant named Grimmel finds it first.",Dean DeBlois," Jay Baruchel, America Ferrera, F. Murray Abraham, Cate Blanchett",7.5
243,243,PG-13,97,"Action,Comedy,Crime","
    A New York cop and his wife go on a European vacation to reinvigorate the spark in their marriage, but end up getting framed and on the run for the death of an elderly billionaire.",Kyle Newacheck," Adam Sandler, Jennifer Aniston, Luke Evans, Terence Stamp",6.0
244,244,R,125,"Comedy,Romance","
    Journalist Fred Flarsky reunites with his childhood crush, Charlotte Field, now one of the most influential women in the world. As she prepares to make a run for the Presidency, Charlotte hires Fred as her speechwriter and sparks fly.",Jonathan Levine," Charlize Theron, Seth Rogen, June Diane Raphael, O'Shea Jackson Jr.",6.8
245,245,R,95,"Comedy,Horror,Mystery","
    A bride's wedding night takes a sinister turn when her eccentric new in-laws force her to take part in a terrifying game.","Matt Bettinelli-Olpin, Tyler Gillett"," Samara Weaving, Adam Brody, Mark O'Brien, Henry Czerny",6.8
246,246,R,102,Comedy,"
    On the eve of their high school graduation, two academic superstars and best friends realize they should have worked less and played more. Determined not to fall short of their peers, the girls try to cram four years of fun into one night.",Olivia Wilde," Kaitlyn Dever, Beanie Feldstein, Jessica Williams, Jason Sudeikis",7.2
247,247,PG-13,99,"Action,Adventure,Horror","
    Six strangers find themselves in a maze of deadly mystery rooms and must use their wits to survive.",Adam Robitel," Taylor Russell, Logan Miller, Jay Ellis, Tyler Labine",6.3
248,248,R,101,"Horror,Mystery,Thriller","
    Dr. Louis Creed and his wife, Rachel, relocate from Boston to rural Maine with their two young children. The couple soon discover a mysterious burial ground hidden deep in the woods near their new home.","Kevin Kölsch, Dennis Widmyer"," Jason Clarke, Amy Seimetz, John Lithgow, Jeté Laurence",5.7
249,249,R,140,"Biography,Drama,History","
    Hal, wayward prince and heir to the English throne, is crowned King Henry V after his tyrannical father dies. Now the young king must navigate palace politics, the war his father left behind, and the emotional strings of his past life.",David Michôd," Tom Glynn-Carney, Gábor Czap, Tom Fisher, Edward Ashley",7.2
250,250,R,120,"Action,Adventure,Fantasy","
    Based on the graphic novels by Mike Mignola, Hellboy, caught between the worlds of the supernatural and human, battles an ancient sorceress bent on revenge.",Neil Marshall," David Harbour, Milla Jovovich, Ian McShane, Sasha Lane",5.2
251,251,R,90,"Drama,Horror,Mystery","
    What if a child from another world crash-landed on Earth, but instead of becoming a hero to mankind, he proved to be something far more sinister?",David Yarovesky," Elizabeth Banks, David Denman, Jackson A. Dunn, Abraham Clinkscales",6.1
252,252,R,110,"Biography,Crime,Drama","
    A chronicle of the crimes of Ted Bundy from the perspective of Liz, his longtime girlfriend, who refused to believe the truth about him for years.",Joe Berlinger," Lily Collins, Zac Efron, Angela Sarafyan, Sydney Vollmer",6.6
253,253,TV-MA,118,"Action,Crime,Drama","
    A retiring assassin suddenly finds himself on the receiving end of a hit, contracted by none other than his own employer seeking to cash in on the pensions of aging employees.",Jonas Åkerlund," Mads Mikkelsen, Vanessa Hudgens, Katheryn Winnick, Fei Ren",6.3
254,254,R,89,"Action,Adventure,Thriller","
    Rambo must confront his past and unearth his ruthless combat skills to exact revenge in a final mission.",Adrian Grunberg," Sylvester Stallone, Paz Vega, Sergio Peris-Mencheta, Adriana Barraza",6.2
255,255,R,110,"Comedy,Crime,Drama","
    Inspired by the viral New York Magazine article, Hustlers follows a crew of savvy former strip club employees who band together to turn the tables on their Wall Street clients.",Lorene Scafaria," Constance Wu, Jennifer Lopez, Julia Stiles, Mette Towley",6.3
256,256,R,121,"Action,Thriller","
    Mike Banning is framed for the attempted assassination of the President and must evade his own agency and the FBI as he tries to uncover the real threat.",Ric Roman Waugh," Gerard Butler, Frederick Schmidt, Danny Huston, Rocci Williams",6.4
257,257,PG,119,"Adventure,Family,Fantasy","
    Maleficent and her goddaughter Aurora begin to question the complex family ties that bind them as they are pulled in different directions by impending nuptials, unexpected allies and dark new forces at play.",Joachim Rønning," Angelina Jolie, Elle Fanning, Harris Dickinson, Michelle Pfeiffer",6.7
258,258,R,132,"Biography,Crime,Drama","
    The untold true story of the legendary detectives who brought down Bonnie and Clyde.",John Lee Hancock," Kevin Costner, Woody Harrelson, Kathy Bates, John Carroll Lynch",6.9
259,259,PG-13,117,"Action,Drama,Sci-Fi","
    An over-the-hill hitman faces off against a younger clone of himself.",Ang Lee," Will Smith, Mary Elizabeth Winstead, Clive Owen, Benedict Wong",5.7
260,260,PG,112,"Adventure,Family,Fantasy","
    A young elephant, whose oversized ears enable him to fly, helps save a struggling circus, but when the circus plans a new venture, Dumbo and his friends discover dark secrets beneath its shiny veneer.",Tim Burton," Colin Farrell, Michael Keaton, Danny DeVito, Eva Green",6.3
261,261,PG-13,108,"Biography,Comedy,Drama","
    A former wrestler and his family make a living performing at small venues around the country while his kids dream of joining World Wrestling Entertainment.",Stephen Merchant," Dwayne Johnson, Lena Headey, Vince Vaughn, Florence Pugh",7.1
262,262,R,109,"Biography,Drama","
    A group of women take on Fox News head Roger Ailes and the toxic atmosphere he presided over at the network.",Jay Roach," Charlize Theron, Nicole Kidman, Margot Robbie, John Lithgow",6.8
263,263,PG-13,89,"Comedy,Fantasy,Romance","
    A young woman disenchanted with love mysteriously finds herself trapped inside a romantic comedy.",Todd Strauss-Schulson," Rebel Wilson, Liam Hemsworth, Adam Devine, Priyanka Chopra",5.9
264,264,R,87,"Drama,Horror,Thriller","
    A young woman, while attempting to save her father during a category 5 hurricane, finds herself trapped in a flooding house and must fight for her life against alligators.",Alexandre Aja," Kaya Scodelario, Barry Pepper, Morfydd Clark, Ross Anderson",6.2
265,265,R,119,"Action,Crime,Drama","
    A grieving snowplow driver seeks out revenge against the drug dealers who killed his son.",Hans Petter Moland," Liam Neeson, Laura Dern, Micheál Richardson, Michael Eklund",6.2
266,266,R,113,"Horror,Mystery,Thriller","
    A satire set in the contemporary art world scene of Los Angeles, where big money artists and mega-collectors pay a high price when art collides with commerce.",Dan Gilroy," Jake Gyllenhaal, Rene Russo, Zawe Ashton, Tom Sturridge",5.7
267,267,R,106,"Horror,Mystery,Thriller","
    While babysitting the daughter of Ed and Lorraine Warren, a teenager and her friend unknowingly awaken an evil spirit trapped in a doll.",Gary Dauberman," Vera Farmiga, Patrick Wilson, Mckenna Grace, Madison Iseman",5.9
268,268,PG-13,100,"Comedy,Horror,Mystery","
    Tree Gelbman discovers that dying over and over was surprisingly easier than the dangers that lie ahead.",Christopher Landon," Jessica Rothe, Israel Broussard, Phi Vu, Suraj Sharma",6.2
269,269,PG,107,"Animation,Action,Adventure","
    It's been five years since everything was awesome and the citizens are facing a huge new threat: Lego Duplo invaders from outer space, wrecking everything faster than they can rebuild.",Mike Mitchell," Chris Pratt, Elizabeth Banks, Will Arnett, Tiffany Haddish",6.6
270,270,R,90,"Adventure,Comedy","
    Three 6th grade boys ditch school and embark on an epic journey while carrying accidentally stolen drugs, being hunted by teenage girls, and trying to make their way home in time for a long-awaited party.",Gene Stupnitsky," Jacob Tremblay, Keith L. Williams, Brady Noon, Molly Gordon",6.7
271,271,PG-13,108,"Adventure,Horror,Mystery","
    On Halloween 1968, Stella and her two friends meet a mysterious drifter, Ramón, and uncover a sinister notebook of stories.",André Øvredal," Zoe Margaret Colletti, Michael Garza, Gabriel Rush, Austin Abrams",6.2
272,272,R,118,"Action,Thriller","
    Beneath Anna Poliatova's striking beauty lies a secret that will unleash her indelible strength and skill to become one of the world's most feared government assassins.",Luc Besson," Sasha Luss, Helen Mirren, Luke Evans, Cillian Murphy",6.6
273,273,PG-13,138,"Action,Adventure,Drama","
    The story of the Battle of Midway, told by the leaders and the sailors who fought it.",Roland Emmerich," Ed Skrein, Patrick Wilson, Woody Harrelson, Luke Evans",6.7
274,274,R,118,"Biography,Comedy,Drama","
Eddie Murphy portrays real-life legend Rudy Ray Moore, a comedy and rap pioneer who proved naysayers wrong when his hilarious, obscene, kung-fu fighting alter ego, Dolemite, became a 1970s Blaxploitation phenomenon.",Craig Brewer," Eddie Murphy, Keegan-Michael Key, Mike Epps, Craig Robinson",7.3
275,275,PG-13,109,"Action,Adventure,Drama","
    Set in a Chicago neighborhood nearly a decade after an occupation by an extraterrestrial force, 'Captive State' explores the lives on both sides of the conflict - the collaborators and dissidents.",Rupert Wyatt," John Goodman, Ashton Sanders, Jonathan Majors, Vera Farmiga",6.0
276,276,TV-MA,99,"Mystery,Thriller","
    A couple stops at a gas station, where their 6 y.o. daughter's arm is fractured. They hurry to a hospital. Something strange is going on there. The wife and daughter go missing.",Brad Anderson," Sam Worthington, Lily Rabe, Lucy Capri, Adjoa Andoh",6.4
277,277,PG,86,"Animation,Adventure,Comedy","
    Continuing the story of Max and his pet friends, following their secret lives after their owners leave them for work or school each day.","Chris Renaud, Jonathan del Val"," Patton Oswalt, Kevin Hart, Harrison Ford, Eric Stonestreet",6.5
278,278,R,104,"Comedy,Fantasy,Horror","
    The peaceful town of Centerville finds itself battling a zombie horde as the dead start rising from their graves.",Jim Jarmusch," Bill Murray, Adam Driver, Tom Waits, Chloë Sevigny",5.5
279,279,PG-13,97,"Adventure,Comedy,Drama","
    Zak runs away from his care home to make his dream of becoming a wrestler come true.","Tyler Nilson, Michael Schwartz"," Zack Gottsagen, Ann Owens, Dakota Johnson, Bruce Dern",7.6
280,280,PG,109,"Biography,Drama","
    Based on the true story of a real-life friendship between Fred Rogers and journalist Lloyd Vogel.",Marielle Heller," Tom Hanks, Matthew Rhys, Chris Cooper, Susan Kelechi Watson",7.3
281,281,PG-13,101,"Comedy,Romance","
    Everyone assumed Sasha and Marcus would wind up together except for Sasha and Marcus. Reconnecting after 15 years, the two start to wonder - maybe?",Nahnatchka Khan," Ali Wong, Randall Park, James Saito, Michelle Buteau",6.8
282,282,R,111,"Action,Comedy,Crime","
    JJ Shaft, a cyber security expert with a degree from MIT, enlists his family's help to uncover the truth behind his best friend's untimely death.",Tim Story," Samuel L. Jackson, Jessie T. Usher, Richard Roundtree, Regina Hall",6.4
283,283,TV-MA,101,"Drama,Horror,Mystery","
    After hearing a young boy's cry for help, a sister and brother venture into a vast field of tall grass in Kansas but soon discover there may be no way out...and that something evil lurks within.",Vincenzo Natali," Laysla De Oliveira, Avery Whitted, Patrick Wilson, Will Buie Jr.",5.4
284,284,PG-13,93,"Comedy,Crime","
    Two con women - one low rent and the other high class - team up to take down the men who have wronged them.",Chris Addison," Anne Hathaway, Rebel Wilson, Alex Sharp, Tim Blake Nelson",5.4
285,285,PG,100,"Comedy,Drama","
    A Chinese family discovers their grandmother has only a short while left to live and decide to keep her in the dark, scheduling a wedding to gather before she dies.",Lulu Wang," Shuzhen Zhao, Awkwafina, X Mayo, Hong Lu",7.6
286,286,R,131,"Biography,Crime,Drama","
    American security guard Richard Jewell saves many lives from an exploding bomb at the 1996 Olympics, but is vilified by journalists and the press who falsely reported that he was a terrorist.",Clint Eastwood," Paul Walter Hauser, Sam Rockwell, Brandon Stanley, Ryan Boz",7.5
287,287,R,95,"Comedy,Crime,Drama","
    A widow investigates an insurance fraud, chasing leads to a pair of Panama City law partners exploiting the world's financial system.",Steven Soderbergh," Gary Oldman, Antonio Banderas, AJ Meijer, Arsenio Castellanos",6.3
288,288,R,90,"Horror,Sci-Fi","
    A mother gives her 13-year-old son a toy doll for his birthday, unaware of its more sinister nature.",Lars Klevberg," Tim Matheson, Ben Andrusco-Daon, Zahra Anderson, Serge Jaswal",5.8
289,289,TV-MA,107,"Biography,Comedy,Drama","
    Based on the bestselling autobiography from Mötley Crüe, the film is an unflinching tale of success and excess as four misfits rise from the streets of Hollywood to the heights of international fame.",Jeff Tremaine," Douglas Booth, Iwan Rheon, Machine Gun Kelly, Daniel Webber",7.0
290,290,PG-13,126,"Biography,Drama,History","
    A corporate defense attorney takes on an environmental lawsuit against a chemical company that exposes a lengthy history of pollution.",Todd Haynes," Mark Ruffalo, Anne Hathaway, Tim Robbins, Bill Pullman",7.6
291,291,PG-13,116,"Drama,Romance","
    A pair of teenagers with cystic fibrosis meet in a hospital and fall in love, though their disease means they must avoid close physical contact.",Justin Baldoni," Haley Lu Richardson, Cole Sprouse, Moises Arias, Kimberly Hebert Gregory",7.2
292,292,PG-13,103,"Comedy,Drama,Romance","
    Kate is a young woman subscribed to bad decisions. Working as an elf in a year round Christmas store is not good for the wannabe singer. However, she meets Tom there. Her life takes a new turn. For Kate, it seems too good to be true.",Paul Feig," Madison Ingoldsby, Emma Thompson, Boris Isakovic, Lucy Miller",6.5
293,293,TV-MA,115,"Crime,Mystery,Sci-Fi","
    A Philadelphia police officer struggles with a lifelong obsession to track down a mysterious serial killer whose crimes defy explanation.",Jim Mickle," Boyd Holbrook, Cleopatra Coleman, Bokeem Woodbine, Michael C. Hall",6.2
294,294,R,93,"Action,Comedy,Crime","
    A detective recruits his Uber driver into an unexpected night of adventure.",Michael Dowse," Dave Bautista, Kumail Nanjiani, Mira Sorvino, Natalie Morales",6.1
295,295,PG-13,90,"Drama,Horror,Sci-Fi","
    When the world is under attack from terrifying creatures who hunt their human prey by sound, 16-year old Ally Andrews (Kiernan Shipka), who lost her hearing at 13, and her family seek refuge in a remote haven.",John R. Leonetti," Stanley Tucci, Kiernan Shipka, Miranda Otto, Kate Trotter",5.3
296,296,R,99,"Horror,Mystery,Thriller","
    A lonely woman befriends a group of teenagers and decides to let them party at her house. Just when the kids think their luck couldn't get any better, things start happening that make them question the intention of their host.",Tate Taylor," Octavia Spencer, Diana Silvers, Juliette Lewis, McKaley Miller",5.6
297,297,R,93,"Horror,Mystery,Thriller","
    Ignoring the eerie warning of a troubled mother suspected of child endangerment, a social worker and her own small kids are soon drawn into a frightening supernatural realm.",Michael Chaves," Linda Cardellini, Raymond Cruz, Patricia Velasquez, Marisol Ramirez",5.3
298,298,PG,122,"Drama,Romance","
    The continuing story of the Crawley family, wealthy owners of a large estate in the English countryside in the early twentieth century.",Michael Engler," Stephen Campbell Moore, Michael Fox, Lesley Nicol, Sophie McShera",7.4
299,299,R,106,"Drama,Mystery,Thriller","
    A fishing boat captain juggles facing his mysterious past and finding himself ensnared in a reality where nothing is what it seems.",Steven Knight," Matthew McConaughey, Anne Hathaway, Diane Lane, Jason Clarke",5.3
300,300,PG-13,118,"Biography,Drama,Romance","
    Legendary performer Judy Garland arrives in London in the winter of 1968 to perform a series of sold-out concerts.",Rupert Goold," Renée Zellweger, Jessie Buckley, Finn Wittrock, Rufus Sewell",6.9
301,301,R,144,"Crime,Drama,Mystery","
    In 1950s New York, a lonely private detective afflicted with Tourette's Syndrome ventures to solve the murder of his mentor and only friend.",Edward Norton," Edward Norton, Gugu Mbatha-Raw, Alec Baldwin, Bobby Cannavale",6.8
302,302,R,99,"Action,Crime,Drama","
    An embattled NYPD detective is thrust into a citywide manhunt for a pair of cop killers after uncovering a massive and unexpected conspiracy.",Brian Kirk," Chadwick Boseman, Sienna Miller, J.K. Simmons, Stephan James",6.6
303,303,TV-14,89,"Comedy,Romance","
    To save up for college, Brooks Rattigan creates an app where anyone can pay him to play the perfect stand-in boyfriend for any occasion.",Chris Nelson," Noah Centineo, Laura Marano, Odiseas Georgiadis, Camila Mendes",5.8
304,304,PG-13,105,"Drama,Romance","
    A young woman falls for a guy with a dark secret and the two embark on a rocky relationship. Based on the novel by Anna Todd.",Jenny Gage," Josephine Langford, Hero Fiennes Tiffin, Khadijha Red Thunder, Dylan Arnold",5.4
305,305,PG-13,112,"Biography,Drama,Romance","
    The formative years of the orphaned author J.R.R. Tolkien as he finds friendship, love and artistic inspiration among a group of fellow outcasts at school.",Dome Karukoski," Nicholas Hoult, Lily Collins, Colm Meaney, Derek Jacobi",6.8
306,306,PG,113,"Adventure,Biography,Drama","
    The story of Togo, the sled dog who led the 1925 serum run yet was considered by most to be too small and weak to lead such an intense race.",Ericson Core," Willem Dafoe, Julianne Nicholson, Christopher Heyerdahl, Richard Dormer",8.1
307,307,16+,124,"Biography,Drama","
    Professor James Murray begins work compiling words for the first edition of the Oxford English Dictionary in the mid-19th century, and receives over 10,000 entries from a patient at Broadmoor Criminal Lunatic Asylum, Dr. William Minor.",Farhad Safinia," Mel Gibson, Sean Penn, Eddie Marsan, Natalie Dormer",7.3
308,308,PG-13,137,"Biography,Crime,Drama","
    World-renowned civil rights defense attorney Bryan Stevenson works to free a wrongly condemned death row prisoner.",Destin Daniel Cretton," Jamie Foxx, Charlie Pye Jr., Michael Harding, Christopher Wolfe",7.5
309,309,R,119,"Biography,Crime,Drama","
    Idealistic Senate staffer Daniel J. Jones, tasked by his boss to lead an investigation into the CIA's post 9/11 Detention and Interrogation Program, uncovers shocking secrets.",Scott Z. Burns," Adam Driver, Annette Bening, Jon Hamm, Ted Levine",7.2
310,310,R,98,Horror,"
    A boy receiving treatment for his auto-immune disorder discovers that the house he's living in isn't as safe as he thought.",Ciarán Foy," Charlie Shotwell, Kelly Reilly, Max Martini, Lili Taylor",5.7
311,311,TV-MA,82,Comedy,"
    Zach Galifianakis and his oddball crew take a road trip to complete a series of high-profile celebrity interviews.",Scott Aukerman," Zach Galifianakis, Matthew McConaughey, Rekha Shankar, Olivia Mekdara",6.1
312,312,PG,97,"Animation,Adventure,Comedy","
    Three teenagers must help a Yeti return to his family while avoiding a wealthy man and a zoologist who want him for their own needs.","Jill Culton, Todd Wilderman"," Chloe Bennet, Albert Tsai, Tenzing Norgay Trainor, Joseph Izzo",7.0
313,313,PG,102,"Animation,Adventure,Comedy","
    When the world's best spy is turned into a pigeon, he must rely on his nerdy tech officer to save the world.","Nick Bruno, Troy Quane"," Rachel Brosnahan, Jarrett Bruno, Claire Crosby, Toru Uchikado",6.8
314,314,R,102,"Comedy,Drama","
    A late night talk show host suspects that she may soon lose her long-running show.",Nisha Ganatra," Emma Thompson, Mindy Kaling, John Lithgow, Hugh Dancy",6.5
315,315,R,104,"Comedy,Crime,Drama","
    After being attacked on the street, a young man enlists at a local dojo, led by a charismatic and mysterious sensei, in an effort to learn how to defend himself from future threats.",Riley Stearns," Jesse Eisenberg, Alessandro Nivola, Imogen Poots, Steve Terada",6.7
316,316,PG-13,100,"Action,Adventure,Biography","
    Balloon pilot Amelia Wren and scientist James Glaisher find themselves in an epic fight for survival while attempting to make discoveries in a gas balloon in the 1860s.",Tom Harper," Felicity Jones, Eddie Redmayne, Himesh Patel, Vincent Perez",6.6
317,317,R,92,"Horror,Thriller","
    A mother concerned about her young son's disturbing behavior thinks something supernatural may be affecting him.",Nicholas McCarthy," Taylor Schilling, Jackson Robert Scott, Peter Mooney, Colm Feore",5.8
318,318,PG-13,92,"Comedy,Romance","
    A young couple arrives in New York for a weekend where they are met with bad weather and a series of adventures.",Woody Allen," Timothée Chalamet, Elle Fanning, Liev Schreiber, Suzanne Smith",6.6
319,319,PG,86,"Animation,Comedy,Family","
    The eccentrically macabre family moves to a bland suburb where Wednesday Addams' friendship with the daughter of a hostile and conformist local reality show host exacerbates conflict between the families.","Greg Tiernan, Conrad Vernon"," Oscar Isaac, Charlize Theron, Chloë Grace Moretz, Finn Wolfhard",5.8
320,320,R,112,"Biography,Crime,Drama","
    The true story of a British whistleblower who leaked information to the press about an illegal NSA spy operation designed to push the UN Security Council into sanctioning the 2003 invasion of Iraq.",Gavin Hood," Keira Knightley, Matt Smith, Matthew Goode, Rhys Ifans",7.3
321,321,TV-MA,94,"Action,Drama,Thriller","
    A female bodyguard is hired to protect an heiress on the run from assassins.",Vicky Jewson," Noomi Rapace, Olivia Jewson, Abdellatif Chaouqi, Sophie Nélisse",5.7
322,322,PG,93,"Animation,Adventure,Comedy","
    Mr. Link recruits explorer Sir Lionel Frost to help find his long-lost relatives in the fabled valley of Shangri-La. Along with adventurer Adelina Fortnight, this trio of explorers travel the world to help their new friend.",Chris Butler," Hugh Jackman, David Walliams, Stephen Fry, Matt Lucas",6.7
323,323,PG,102,"Adventure,Comedy,Family","
    Dora, a teenage explorer, leads her friends on an adventure to save her parents and solve the mystery behind a lost city of gold.",James Bobin," Isabela Merced, Eugenio Derbez, Michael Peña, Eva Longoria",6.0
324,324,PG,109,"Comedy,Drama,Romance","
    Through his bond with his owner, aspiring Formula One race car driver Denny, golden retriever Enzo learns that the techniques needed on the racetrack can also be used to successfully navigate the journey of life.",Simon Curtis," Kevin Costner, Milo Ventimiglia, Jackie Minns, Marcus Hondro",7.5
325,325,R,117,"Comedy,Fantasy,Romance","
    A woman is boxed out by the male sports agents in her profession, but gains an unexpected edge over them when she develops the ability to hear men's thoughts.",Adam Shankman," Taraji P. Henson, Kristen Ledlow, Josh Brener, Kellan Lutz",5.2
326,326,Unrated,111,"Horror,Sci-Fi","
    A secluded farm is struck by a strange meteorite which has apocalyptic consequences for the family living there and possibly the world.",Richard Stanley," Nicolas Cage, Joely Richardson, Madeleine Arthur, Elliot Knight",6.2
327,327,R,94,Drama,"
    A young actor's stormy childhood and early adult years as he struggles to reconcile with his father and deal with his mental health.",Alma Har'el," Shia LaBeouf, Lucas Hedges, Noah Jupe, Byron Bowers",7.3
328,328,PG-13,90,"Horror,Thriller","
    When a nurse downloads an app that claims to predict the moment a person will die, it tells her she only has three days to live. With the clock ticking and a figure haunting her, she must find a way to save her life before time runs out.",Justin Dec," Elizabeth Lail, Jordan Calloway, Talitha Eliana Bateman, Peter Facinelli",5.4
329,329,PG,97,"Animation,Adventure,Comedy","
    The flightless birds and scheming green pigs take their feud to the next level.","Thurop Van Orman, John Rice"," Jason Sudeikis, Josh Gad, Leslie Jones, Bill Hader",6.4
330,330,R,97,"Horror,Mystery,Sci-Fi","
    A young couple looking for the perfect home find themselves trapped in a mysterious labyrinth-like neighborhood of identical houses.",Lorcan Finnegan," Imogen Poots, Danielle Ryan, Molly McCann, Jesse Eisenberg",5.8
331,331,R,103,Comedy,"
    During a vacation to Napa Valley, a group of long time friends reunite and revisit past choices in this hilarious and heartfelt comedy from director Amy Poehler.",Amy Poehler," Amy Poehler, Rachel Dratch, Ana Gasteyer, Maya Rudolph",5.4
