Certificate,Runtime,Genre,Description,Directors,Stars,Rating
PG,115.0,"Comedy,Drama,Family","
    A family learns important life lessons from their adorable, but naughty and neurotic dog.",David Frankel," Owen Wilson, Jennifer Aniston, Eric Dane, Kathleen Turner",7.1
R,137.0,"Action,Drama,History","
    Jewish brothers in Nazi-occupied Eastern Europe escape into the Belarussian forests, where they join Russian resistance fighters, and endeavor to build a village, in order to protect themselves and about one thousand Jewish non-combatants.",Edward Zwick," Daniel Craig, Liev Schreiber, Jamie Bell, Alexa Davalos",7.2
R,114.0,"Adventure,Comedy","
    After being mistaken for terrorists and thrown into Guantánamo Bay, stoners Harold and Kumar escape and return to the U.S., where they proceed to flee across the country with federal agents in hot pursuit.","Jon Hurwitz, Hayden Schlossberg"," John Cho, Kal Penn, Neil Patrick Harris, Rob Corddry",6.6
G,86.0,"Animation,Adventure,Comedy","
    Horton the Elephant struggles to protect a microscopic community from his neighbors who refuse to believe it exists.","Jimmy Hayward, Steve Martino"," Jim Carrey, Steve Carell, Carol Burnett, Will Arnett",6.8
PG-13,109.0,"Action,Adventure,Drama","
    In the prehistoric past, D'Leh is a mammoth hunter who bonds with the beautiful Evolet. When warriors on horseback capture Evolet and the tribesmen, D'Leh must embark on an odyssey to save his true love.",Roland Emmerich," Camilla Belle, Steven Strait, Marco Khan, Cliff Curtis",5.1
PG-13,100.0,"Action,Crime,Drama","
    Coming together to solve a series of murders in New York City are a police detective and an assassin, who will be hunted by the police, the mob, and a ruthless corporation.",John Moore," Mark Wahlberg, Mila Kunis, Beau Bridges, Ludacris",5.4
PG-13,104.0,"Drama,Mystery","
    A Catholic school principal questions a priest's ambiguous relationship with a troubled young student.",John Patrick Shanley," Meryl Streep, Philip Seymour Hoffman, Amy Adams, Viola Davis",7.5
PG-13,165.0,"Adventure,Comedy,Drama","
    Set in northern Australia before World War II, an English aristocrat who inherits a sprawling ranch reluctantly pacts with a stock-man in order to protect her new property from a takeover plot. As the pair drive 2,000 head of cattle over unforgiving landscape, they experience the bombing of Darwin, Australia, by Japanese forces firsthand.",Baz Luhrmann," Nicole Kidman, Hugh Jackman, Shea Adams, Eddie Baroo",6.6
R,92.0,"Action,Biography,Crime","
    A young man who was sentenced to seven years in prison for robbing a post office ends up spending three decades in solitary confinement. During this time, his own personality is supplanted by his alter-ego, Charles Bronson.",Nicolas Winding Refn," Tom Hardy, Kelly Adams, Luing Andrews, Katy Barker",7.1
R,86.0,"Horror,Thriller","
    A young couple staying in an isolated vacation home are terrorized by three unknown assailants.",Bryan Bertino," Scott Speedman, Liv Tyler, Gemma Ward, Alex Fisher",6.2
R,145.0,"Comedy,Drama,Romance","
    A New York City writer on sex and love is finally getting married to her Mr. Big. But her three best girlfriends must console her after one of them inadvertently leads Mr. Big to jilt her.",Michael Patrick King," Sarah Jessica Parker, Kim Cattrall, Cynthia Nixon, Kristin Davis",5.6
R,92.0,"Horror,Mystery","
    Following Jigsaw's grisly demise, Mark Hoffman is commended as a hero, but Agent Strahm is suspicious, and delves into Hoffman's past. Meanwhile, another group of people are put through a series of gruesome tests.",David Hackl," Scott Patterson, Costas Mandylor, Tobin Bell, Betsy Russell",5.8
PG,93.0,"Action,Adventure,Family","
    On a quest to find out what happened to his missing brother, a scientist, his nephew and their mountain guide discover a fantastic and dangerous lost world in the center of the earth.",Eric Brevig," Brendan Fraser, Josh Hutcherson, Anita Briem, Seth Meyers",5.8
R,109.0,"Action,Crime,Drama","
    An undercover cop, disillusioned by the death of his wife, is implicated in the murder of an officer and must struggle to clear himself.",David Ayer," Keanu Reeves, Forest Whitaker, Hugh Laurie, Chris Evans",6.8
PG-13,115.0,"Biography,Drama,History","
    Two sisters contend for the affection of King Henry VIII.",Justin Chadwick," Natalie Portman, Scarlett Johansson, Eric Bana, Jim Sturgess",6.7
R,110.0,"Horror,Mystery","
    An ex-cop and his family are the target of an evil force that is using mirrors as a gateway into their home.",Alexandre Aja," Kiefer Sutherland, Paula Patton, Amy Smart, Cameron Boyce",6.2
R,122.0,"Biography,Drama,History","
    A dramatic retelling of the post-Watergate television interviews between British talk-show host David Frost and former president Richard Nixon.",Ron Howard," Frank Langella, Michael Sheen, Kevin Bacon, Sam Rockwell",7.7
PG-13,104.0,"Action,Adventure,Fantasy","
    A discovery made by a kung fu obsessed American teen sends him on an adventure to China, where he joins up with a band of martial arts warriors in order to free the imprisoned Monkey King.",Rob Minkoff," Jackie Chan, Jet Li, Michael Angarano, Juana Collignon",6.6
PG-13,113.0,"Action,Drama,Sport","
    A frustrated and conflicted teenager arrives at a new high school to discover an underground fight club and meet a classmate who begins to coerce him into fighting.",Jeff Wadlow," Sean Faris, Djimon Hounsou, Amber Heard, Cam Gigandet",6.6
PG-13,104.0,"Drama,Horror,Mystery","
    Mulder and Scully are called back to duty by the FBI when a former priest claims to be receiving psychic visions pertaining to a kidnapped agent.",Chris Carter," David Duchovny, Gillian Anderson, Billy Connolly, Amanda Peet",5.9
PG-13,102.0,Comedy,"
    Two bumbling store clerks inadvertently erase the footage from all of the tapes in their video rental store. In order to keep the business running, they re-shoot every film in the store with their own camera, with a budget of zero dollars.",Michel Gondry," Jack Black, Yasiin Bey, Danny Glover, Mia Farrow",6.4
PG-13,90.0,"Comedy,Drama,Music","
    High school student Nick O'Leary, member of the Queercore band The Jerk Offs, meets college-bound Norah Silverberg when she asks him to be her boyfriend for five minutes.",Peter Sollett," Michael Cera, Kat Dennings, Aaron Yoo, Rafi Gavron",6.6
PG,99.0,"Comedy,Family,Fantasy","
    A hotel handyman's life changes when the lavish bedtime stories he tells his niece and nephew start to magically come true.",Adam Shankman," Adam Sandler, Keri Russell, Courteney Cox, Guy Pearce",6.0
PG,96.0,"Action,Adventure,Drama","
    Upon moving into the run-down Spiderwick Estate with their mother, twin brothers Jared and Simon Grace, along with their sister Mallory, find themselves pulled into an alternate world full of faeries and other creatures.",Mark Waters," Freddie Highmore, Sarah Bolger, David Strathairn, Mary-Louise Parker",6.5
R,101.0,"Crime,Drama,Mystery","
    Two veteran New York City detectives work on a case of serial executions of criminals who escaped justice.",Jon Avnet," Robert De Niro, Al Pacino, Carla Gugino, 50 Cent",6.0
R,109.0,"Comedy,Romance","
    A high school senior drives cross-country with his best friends to hook up with a babe he met online.",Sean Anders," Josh Zuckerman, Clark Duke, Amanda Crew, James Marsden",6.5
PG-13,98.0,"Drama,Music,Romance","
    Romantic sparks occur between two dance students from different backgrounds at the Maryland School of the Arts.",Jon M. Chu," Robert Hoffman, Briana Evigan, Cassie Ventura, Adam Sevani",6.2
R,124.0,"Comedy,Drama","
    A theatre director struggles with his work, and the women in his life, as he creates a life-size replica of New York City inside a warehouse as part of his new play.",Charlie Kaufman," Philip Seymour Hoffman, Samantha Morton, Michelle Williams, Catherine Keener",7.6
R,82.0,"Comedy,Horror","
    Five interwoven stories that occur on Halloween: An everyday high school principal has a secret life as a serial killer; a college virgin might have just met the guy for her; a group of teenagers pull a mean prank; a woman who loathes the night has to contend with her holiday-obsessed husband; and a mean old man meets his match with a demonic, supernatural trick-or-treater.",Michael Dougherty," Anna Paquin, Brian Cox, Dylan Baker, Rochelle Aytes",6.8
PG-13,97.0,"Comedy,Romance","
    After Playboy bunny Shelley is kicked out of the playboy mansion, she finds a job as the house mother for a sorority full of socially awkward girls.",Fred Wolf," Anna Faris, Colin Hanks, Emma Stone, Kat Dennings",5.5
R,91.0,"Comedy,Sport","
    Jackie Moon, the owner-coach-player of the American Basketball Association's Flint Michigan Tropics, rallies his teammates to make their NBA dreams come true.",Kent Alterman," Will Ferrell, Woody Harrelson, André Benjamin, Maura Tierney",5.8
PG-13,110.0,"Biography,Drama,History","
    A chronicle of the life of 18th-century aristocrat Georgiana, Duchess of Devonshire, who was reviled for her extravagant political and personal life.",Saul Dibb," Keira Knightley, Ralph Fiennes, Dominic Cooper, Charlotte Rampling",6.9
R,104.0,"Crime,Drama","
    A family man convicted of killing an intruder must cope with life afterward in the violent penal system.",Ric Roman Waugh," Stephen Dorff, Marisol Nichols, Vincent Miller, Anne Archer",7.4
PG,106.0,"Adventure,Family,Fantasy","
    A teenage girl discovers her father has an amazing talent to bring characters out of their books and must try to stop a freed villain from destroying them all, with the help of her father, her aunt, and a storybook's hero.",Iain Softley," Brendan Fraser, Andy Serkis, Eliza Bennett, Sienna Guillory",6.1
PG-13,112.0,"Action,Adventure,Comedy","
    A new clue to the whereabouts of a lost treasure rekindles a married couple's sense of adventure -- and their estranged romance.",Andy Tennant," Matthew McConaughey, Kate Hudson, Donald Sutherland, Alexis Dziena",5.7
R,105.0,"Action,Sci-Fi,Thriller","
    A futuristic action thriller where a team of people work to prevent a disaster threatening the future of the human race.",Neil Marshall," Rhona Mitra, Bob Hoskins, Alexander Siddig, Caryn Peterson",6.0
R,115.0,"Action,Adventure,Fantasy","
    During the reign of the Vikings, Kainan, a man from a far-off world, crash lands on Earth, bringing with him an alien predator known as the Moorwen. Though both man and monster are seeking revenge for violence committed against them, Kainan leads the alliance to kill the Moorwen by fusing his advanced technology with the Viking's Iron Age weaponry.",Howard McCain," Jim Caviezel, Sophia Myles, Ron Perlman, Jack Huston",6.2
R,89.0,"Horror,Thriller","
    A television reporter and her cameraman are trapped inside a building quarantined by the CDC, after the outbreak of a mysterious virus which turns humans into bloodthirsty killers.",John Erick Dowdle," Jennifer Carpenter, Steve Harris, Columbus Short, Jay Hernandez",5.9
R,91.0,"Comedy,Drama","
    In order to raise the tuition to send her young son to private school, a mom starts an unusual business -- a biohazard removal/crime scene clean-up service -- with her unreliable sister.",Christine Jeffs," Amy Adams, Emily Blunt, Alan Arkin, Jason Spevack",6.8
R,90.0,"Fantasy,Horror,Thriller","
    A group of friends whose leisurely Mexican holiday takes a turn for the worse when they, along with a fellow tourist, embark on a remote archaeological dig in the jungle where something evil lives among the ruins.",Carter Smith," Shawn Ashmore, Jena Malone, Jonathan Tucker, Laura Ramsey",5.8
PG-13,102.0,"Comedy,Drama,Fantasy","
    Bertram Pincus is a man whose people skills leave much to be desired. When Pincus dies unexpectedly, but is miraculously revived after seven minutes, he wakes up to discover that he now has the annoying ability to see ghosts.",David Koepp," Ricky Gervais, Greg Kinnear, Téa Leoni, Jordan Carlos",6.7
PG,135.0,"Action,Adventure,Comedy","
    A young driver, Speed Racer, aspires to be champion of the racing world with the help of his family and his high-tech Mach 5 automobile.","Lana Wachowski, Lilly Wachowski"," Emile Hirsch, Matthew Fox, Christina Ricci, Nicholas Elia",6.0
PG-13,101.0,"Comedy,Romance","
    A guy in love with an engaged woman tries to win her over after she asks him to be her maid of honor.",Paul Weiland," Patrick Dempsey, Michelle Monaghan, Kevin McKidd, Kadeem Hardison",5.9
PG,90.0,"Adventure,Family,Fantasy","
    For generations, the people of the City of Ember have flourished in an amazing world of glittering lights. But Ember's once powerful generator is failing and the great lamps that illuminate the city are starting to flicker.",Gil Kenan," Saoirse Ronan, Toby Jones, Bill Murray, David Ryall",6.5
PG-13,88.0,"Comedy,Drama,Romance","
    A couple struggles to visit all four of their divorced parents on Christmas.",Seth Gordon," Reese Witherspoon, Vince Vaughn, Mary Steenburgen, Robert Duvall",5.7
R,103.0,"Action,Crime,Drama","
    Frank Castle known as Punisher ruthlessly demolishes organized crime, but it starts an even bigger war.",Lexi Alexander," Ray Stevenson, Dominic West, Julie Benz, Doug Hutchison",5.9
R,130.0,"Crime,Drama,Thriller","
    A family's moral codes are tested when Ray Tierney investigates a case that reveals an incendiary police corruption scandal involving his own brother-in-law. For Ray, the truth is revelatory, a Pandora's Box that threatens to upend not only the Tierney legacy but the entire NYPD.",Gavin O'Connor," Edward Norton, Colin Farrell, Noah Emmerich, Jon Voight",6.6
R,100.0,"Horror,Mystery,Thriller","
    A photographer's obsessive pursuit of dark subject matter leads him into the path of a serial killer who stalks late night commuters, ultimately butchering them in the most gruesome ways imaginable.",Ryûhei Kitamura," Vinnie Jones, Bradley Cooper, Leslie Bibb, Brooke Shields",6.1
R,115.0,"Action,Crime,Drama","
    Two friends hired to police a small town that is suffering under the rule of a rancher find their job complicated by the arrival of a young widow.",Ed Harris," Ed Harris, Viggo Mortensen, Renée Zellweger, Jeremy Irons",6.7
PG-13,110.0,"Action,Comedy,Crime","
    Three kids hire a low-budget bodyguard to protect them from the playground bully.",Steven Brill," Owen Wilson, Josh Peck, Alex Frost, Nate Hartley",5.7
PG,98.0,"Animation,Action,Adventure","
    After the Republic's victory on Christophsis, Anakin and his new apprentice Ahsoka Tano must rescue the kidnapped son of Jabba the Hutt. Political intrigue complicates their mission.",Dave Filoni," Matt Lanter, Nika Futterman, Tom Kane, Ashley Eckstein",5.9
PG-13,114.0,"Action,Crime,Drama","
    When straight arrow FBI agent Roy Clayton heads up the investigation into a dangerous international conspiracy, all clues seem to lead back to former U.S. Special Operations officer, Samir Horn.",Jeffrey Nachmanoff," Don Cheadle, Guy Pearce, Archie Panjabi, Saïd Taghmaoui",7.0
R,99.0,"Action,Crime,Thriller","
    A hitman who's in Bangkok to pull off a series of jobs violates his personal code when he falls for a local woman and bonds with his errand boy.","Danny Pang, Oxide Chun Pang"," Nicolas Cage, Charlie Yeung, Shahkrit Yamnarm, Panward Hemmanee",5.4
PG-13,98.0,"Drama,Horror,Mystery","
    A woman receives an eye transplant that allows her to see into the supernatural world.","David Moreau, Xavier Palud"," Jessica Alba, Alessandro Nivola, Parker Posey, Rade Serbedzija",5.4
PG-13,114.0,"Action,Adventure,Comedy","
    The Brothers Bloom are the best con men in the world, swindling millionaires with complex scenarios of lust and intrigue. Now they've decided to take on one last job - showing a beautiful and eccentric heiress the time of her life with a romantic adventure that takes them around the world.",Rian Johnson," Rachel Weisz, Adrien Brody, Mark Ruffalo, Rinko Kikuchi",6.8
PG-13,110.0,"Crime,Drama,Thriller","
    Based on a true story, a troubled and racist African-American L.A.P.D. Officer will stop at nothing to force out a friendly interracial couple who just moved in next door to him.",Neil LaBute," Samuel L. Jackson, Patrick Wilson, Kerry Washington, Ron Glass",6.1
PG-13,124.0,"Comedy,Drama,Romance","
    A rebellious Malibu princess is shipped off to a strict English boarding school by her father.",Nick Moore," Emma Roberts, Aidan Quinn, Natasha Richardson, Lexi Ainsworth",6.1
R,113.0,"Drama,Romance","
    A young woman who has been in and out of rehab for the past ten years, returns home for the weekend for her sister's wedding.",Jonathan Demme," Anne Hathaway, Rosemarie DeWitt, Debra Winger, Sebastian Stan",6.7
R,101.0,"Crime,Mystery,Thriller","
    FBI agent Jennifer Marsh is tasked with hunting down a seemingly untraceable serial killer who posts live videos of his victims on the Internet. As time runs out, the cat and mouse chase becomes more personal.",Gregory Hoblit," Diane Lane, Colin Hanks, Joseph Cross, Billy Burke",6.2
PG-13,129.0,"Biography,Comedy,Drama","
    A chronicle of the life and Presidency of George W. Bush.",Oliver Stone," Josh Brolin, Elizabeth Banks, Ioan Gruffudd, Colin Hanks",6.3
R,103.0,"Comedy,Drama,Romance","
    Eleven love stories set in one of the most loved and hated cities of the world, New York City.","Fatih Akin, Yvan Attal, Randall Balsmeyer, Allen Hughes, Shunji Iwai, Wen Jiang, Shekhar Kapur, Joshua Marston, Mira Nair, Natalie Portman, Brett Ratner"," Shia LaBeouf, Natalie Portman, Bradley Cooper, Hayden Christensen",6.2
R,101.0,"Comedy,Romance","
    Tank faces the ultimate test of friendship when his best friend hires him to take his ex-girlfriend out on a lousy date in order to make her realize how great her former boyfriend is.",Howard Deutch," Kate Hudson, Dane Cook, Jason Biggs, Alec Baldwin",5.9
PG-13,99.0,"Comedy,Romance","
    A successful, single businesswoman who dreams of having a baby discovers she is infertile and hires a working class woman to be her unlikely surrogate.",Michael McCullers," Tina Fey, Amy Poehler, Sigourney Weaver, Greg Kinnear",6.0
PG,90.0,"Adventure,Comedy,Family","
    A crew of miniature aliens operate a spaceship that has a human form. While trying to save their planet, the aliens encounter a new problem, as their ship becomes smitten with an Earth woman.",Brian Robbins," Eddie Murphy, Elizabeth Banks, Gabrielle Union, Scott Caan",5.0
R,107.0,"Crime,Drama,Mystery","
    An accountant is introduced to a mysterious sex club known as The List by his lawyer friend. But in this new world, he soon becomes the prime suspect in a woman's disappearance and a multi-million dollar heist.",Marcel Langenegger," Hugh Jackman, Ewan McGregor, Michelle Williams, Bruce Altman",6.1
R,110.0,"Drama,Romance","
    A Brooklyn-set romantic drama about a bachelor torn between the family friend his parents wish he would marry and his beautiful but volatile new neighbor.",James Gray," Joaquin Phoenix, Gwyneth Paltrow, Vinessa Shaw, Anne Joyce",7.0
PG-13,102.0,"Comedy,Music","
    In the 1980s, a drummer is abandoned by his band just before they become rock superstars. Twenty years later, the drummer sees his second chance at stardom arise when he is asked to perform with his teenage nephew's high school rock band.",Peter Cattaneo," Rainn Wilson, Josh Gad, Christina Applegate, Teddy Geiger",6.2
R,108.0,"Crime,Drama,Mystery","
    In Washington, D.C., a female reporter faces a possible jail sentence for outing a CIA agent and refusing to reveal her source.",Rod Lurie," Kate Beckinsale, Matt Dillon, Vera Farmiga, Angela Bassett",7.2
G,93.0,"Animation,Adventure,Comedy","
    An unusually brave mouse helps to restore happiness to a forlorn kingdom after making friends with a gentleman rat.","Sam Fell, Robert Stevenhagen"," Matthew Broderick, Emma Watson, Dustin Hoffman, Tracey Ullman",6.1
PG-13,93.0,"Drama,Romance","
    Natalie, head of her curriculum activities in high school and riding on a tennis scholarship for college, gets Keith as her Chemistry lab partner. As Natalie can be uptight, Keith proves to be the opposite, even while hiding a secret.",Todd Kessler," Elisabeth Harnois, Jesse McCartney, Margo Harshman, Ignacio Serricchio",7.4
PG-13,93.0,"Drama,Fantasy,Horror","
    A grief counselor working with a group of plane-crash survivors finds herself at the root of a mystery when her clients begin to disappear.",Rodrigo García," Anne Hathaway, Patrick Wilson, David Morse, Andre Braugher",5.9
PG,96.0,"Adventure,Family,Fantasy","
    A young girl inhabits an isolated island with her scientist father and communicates with a reclusive author of the novel she's reading.","Jennifer Flackett, Mark Levin"," Jodie Foster, Gerard Butler, Abigail Breslin, Michael Carman",6.0
R,82.0,"Horror,Sci-Fi,Thriller","
    Trapped in an isolated gas station by a voracious Splinter parasite that transforms its still-living victims into deadly hosts, a young couple and an escaped convict must find a way to work together to survive this primal terror.",Toby Wilkins," Shea Whigham, Jill Wagner, Paulo Costanzo, Charles Baker",6.1
PG-13,85.0,"Horror,Mystery,Thriller","
    A newly married couple discovers disturbing, ghostly images in photographs they develop after a tragic accident. Fearing the manifestations may be connected, they investigate and learn that some mysteries are better left unsolved.",Masayuki Ochiai," Joshua Jackson, Rachael Taylor, James Kyson, Megumi Okina",5.2
Not Rated,135.0,"Biography,Drama,History","
    In 1967, Ernesto 'Che' Guevara leads a small partisan army to fight an ill-fated revolutionary guerrilla war in Bolivia, South America.",Steven Soderbergh," Demián Bichir, Rodrigo Santoro, Benicio Del Toro, Catalina Sandino Moreno",6.9
PG-13,87.0,"Comedy,Drama,Romance","
    The story of an obsessively organized efficiency expert whose life unravels in unexpected ways when fate forces him to explore the serendipitous nature of love and forgiveness.",Marcos Siega," Ryan Reynolds, Emily Mortimer, Stuart Townsend, Sarah Chalke",6.7
R,92.0,"Comedy,Drama","
    A sex-addicted con-man pays for his mother's hospital bills by playing on the sympathies of those who rescue him from choking to death.",Clark Gregg," Sam Rockwell, Anjelica Huston, Kelly Macdonald, Kathryn Alexander",6.4
PG-13,114.0,"Comedy,Drama,Romance","
    In 1925, an enterprising pro football player convinces America's too-good-to-be-true college football hero to play for his team and keep the league from going under.",George Clooney," George Clooney, Renée Zellweger, John Krasinski, David de Vries",6.0
R,95.0,"Crime,Thriller","
    A group of medical students devise a deadly game: to see which one of them can commit the perfect murder.",Marc Schölermann," Alyssa Milano, Milo Ventimiglia, Keir O'Donnell, Michael Weston",6.0
R,99.0,"Comedy,Drama,Romance","
    It's the summer of 1994, and the streets of New York are pulsing with hip-hop. Set against this backdrop, a lonely teenager named Luke Shapiro spends his last summer before university selling marijuana throughout New York City, trading it with his unorthodox psychotherapist for treatment, while having a crush on his stepdaughter.",Jonathan Levine," Josh Peck, Ben Kingsley, Olivia Thirlby, Famke Janssen",7.0
PG-13,119.0,"Comedy,Drama,Romance","
    Four college freshmen and best friends find that it may take more than a shared pair of jeans to help them stay in touch as their lives go in different directions.",Sanaa Hamri," America Ferrera, Alexis Bledel, Amber Tamblyn, Blake Lively",6.2
R,104.0,"Comedy,Drama","
    Two weeks in the life of a fading Hollywood producer who's having a rough time trying to get his new picture made.",Barry Levinson," Robert De Niro, John Turturro, Stanley Tucci, Sean Penn",5.6
PG-13,92.0,"Comedy,Romance","
    Guinevere Pettigrew, a middle-aged London governess, finds herself unfairly dismissed from her job. An attempt to gain new employment catapults her into the glamorous world and dizzying social whirl of an American actress and singer, Delysia Lafosse.",Bharat Nalluri," Frances McDormand, Amy Adams, Ciarán Hinds, David Alexander",7.1
R,111.0,"Action,Adventure,Mystery","
    28th century soldier Mitch Hunter leads a fight against an army of underworld Mutants.",Simon Hunter," Thomas Jane, Ron Perlman, Devon Aoki, Sean Pertwee",5.2
PG-13,100.0,"Comedy,Drama,Romance","
    The story centers on a 14-year-old girl who keeps a diary about the ups and downs of being a teenager, including the things she learns about kissing.",Gurinder Chadha," Georgia Groome, Aaron Taylor-Johnson, Karen Taylor, Alan Davies",6.3
R,97.0,"Crime,Drama","
    A mom looks for another source of income, when her husband leaves with the money meant for the new mobile home. A nearby Indian territory stretches across the border to Canada with a drivable frozen river between. Smuggling?",Courtney Hunt," Melissa Leo, Misty Upham, Charlie McDermott, Michael O'Keefe",7.1
PG-13,95.0,"Comedy,Fantasy,Romance","
    A ghost tries to sabotage her former boyfriend's current relationship with a psychic.",Jeff Lowell," Eva Longoria, Paul Rudd, Lake Bell, Jason Biggs",5.2
PG-13,114.0,Drama,"
    In 1964, a teenage girl in search of the truth about her mother runs away to a small town in South Carolina and finds a family of independent women who can connect her to her past.",Gina Prince-Bythewood," Dakota Fanning, Jennifer Hudson, Queen Latifah, Alicia Keys",7.3
R,98.0,"Horror,Musical,Sci-Fi","
    A worldwide epidemic encourages a biotech company to launch an organ-financing program similar in nature to a standard car loan. The repossession clause is a killer, however.",Darren Lynn Bousman," Paul Sorvino, Anthony Head, Alexa PenaVega, Sarah Brightman",6.6
PG-13,90.0,"Comedy,Romance","
    When talk radio host Emma Lloyd advises one of her listeners to break up with her boyfriend, the jilted ex sets about getting his revenge.",Griffin Dunne," Uma Thurman, Jeffrey Dean Morgan, Justina Machado, Colin Firth",5.6
PG-13,97.0,"Drama,Romance","
    A doctor, who is travelling to see his estranged son, sparks with an unhappily married woman at a North Carolina inn.",George C. Wolfe," Diane Lane, Richard Gere, Christopher Meloni, Viola Davis",6.0
R,95.0,"Comedy,Drama,Romance","
    Into the life of a widowed professor comes a new love and an unexpected visit from his adopted brother.",Noam Murro," Dennis Quaid, Thomas Haden Church, Sarah Jessica Parker, Ellen Page",6.1
PG,87.0,"Animation,Comedy,Family","
    Animated fable about a cliché hunchbacked evil scientist's assistant who aspires to become a scientist himself, much to the displeasure of the rest of the evil science community.",Tony Leondis," John Cusack, Molly Shannon, Steve Buscemi, Myleene Klass",6.0
R,112.0,"Drama,Romance","
    Cultural critic David Kepesh finds his life, which he indicates is a state of ""emancipated manhood"", thrown into tragic disarray by Consuela Castillo, a well-mannered student who awakens a sense of sexual possessiveness in her teacher.",Isabel Coixet," Ben Kingsley, Penélope Cruz, Patricia Clarkson, Dennis Hopper",6.7
R,107.0,"Action,Comedy,Thriller","
    A corporation hires a professional assassin to pose as its trade show representative who must organize the wedding of a Middle Eastern pop star, which will allow him the opportunity to kill a Middle Eastern politician.",Joshua Seftel," John Cusack, Marisa Tomei, Hilary Duff, Joan Cusack",5.6
PG,122.0,"Drama,Fantasy,Romance","
    In an attempt to save his marriage, a firefighter uses a 40-day experiment known as ""The Love Dare.""",Alex Kendrick," Kirk Cameron, Erin Bethea, Ken Bevel, Stephen Dervan",6.5
R,87.0,"Adventure,Comedy","
    With the ratings dropping for a wilderness-themed television show, two animal fans go to the Andes Mountains in search of Bigfoot.",Fred Wolf," Steve Zahn, Allen Covert, Justin Long, Jonah Hill",5.3
R,95.0,"Action,Crime,Drama","
    Beautiful Carmen Colson and her ironworker husband Wayne are placed in the Federal Witness Protection program after witnessing an ""incident"". Thinking they are at last safe, they are targeted by an experienced hit man and a psychopathic young upstart killer. The ensuing struggle will test Carmen to the limit.",John Madden," Thomas Jane, Diane Lane, Mickey Rourke, Brandon McGibbon",6.0
PG-13,93.0,"Drama,Romance","
    In London for his daughter's wedding, a rumpled man finds his romantic spirits lifted by a new woman in his life.",Joel Hopkins," Dustin Hoffman, Emma Thompson, Kathy Baker, Eileen Atkins",6.6
R,99.0,"Drama,Sport","
    A fateful event leads to a job in the film business for top mixed-martial arts instructor Mike Terry. Though he refuses to participate in prize bouts, circumstances conspire to force him to consider entering such a competition.",David Mamet," Chiwetel Ejiofor, Tim Allen, Emily Mortimer, Max Martini",6.7
PG-13,104.0,"Comedy,Crime,Thriller","
    Three female employees of the Federal Reserve plot to steal money that is about to be destroyed.",Callie Khouri," Diane Keaton, Queen Latifah, Katie Holmes, Ted Danson",5.8
PG-13,114.0,"Comedy,Drama","
    A wealthy New Yorker wrestles with the decision to leave her cheating husband, as she and her friends discover that women really can have it all.",Diane English," Meg Ryan, Eva Mendes, Annette Bening, Debra Messing",5.0
R,112.0,"Drama,War","
    A veteran soldier returns from his completed tour of duty in Iraq, only to find his life turned upside down when he is arbitrarily ordered to return to field duty by the Army.",Kimberly Peirce," Ryan Phillippe, Abbie Cornish, Joseph Gordon-Levitt, Rob Brown",6.4
R,109.0,"Biography,Drama,Music","
    Chronicles the rise of Chess Records and its recording artists.",Darnell Martin," Adrien Brody, Jeffrey Wright, Beyoncé, Columbus Short",7.0
PG-13,92.0,"Comedy,Drama,Romance","
    A sweet Midwestern guy with his life planned out for himself is wooed, groomed, and ultimately dumped by a complicated, elusive gal.",Yann Samuell," Elisha Cuthbert, Jesse Bradford, Austin Basis, Chris Sarandon",6.3
PG,130.0,"Biography,Drama,Sport","
    A drama based on the life of college football hero Ernie Davis, the first African-American to win the Heisman Trophy.",Gary Fleder," Rob Brown, Dennis Quaid, Clancy Brown, Darrin Dewitt Henson",7.3
R,107.0,"Crime,Drama,Romance","
    A drama with a two-tiered storyline concerning a mother and daughter who try to form a bond after the young woman's difficult childhood.",Guillermo Arriaga," Charlize Theron, John Corbett, José María Yazpik, Robin Tunney",6.8
R,114.0,Drama,"
    A desperate woman asks for a meeting with a journalist to disclose the cruel and inhumane punishment of her niece.",Cyrus Nowrasteh," Shohreh Aghdashloo, Jim Caviezel, Mozhan Marnò, Navid Negahban",8.0
R,101.0,Horror,"
    Two high school boys discover an imprisoned woman in an abandoned mental asylum who cannot die.","Marcel Sarmiento, Gadi Harel"," Shiloh Fernandez, Noah Segan, Candice King, Eric Podnar",5.6
R,86.0,Comedy,"
    Two assistant managers of a corporate grocery store vie for a coveted promotion.",Steve Conrad," Seann William Scott, John C. Reilly, Chris Conrad, Rick Gonzalez",5.6
R,160.0,"Action,Drama,War","
    Set in 1944 Italy, the story of four black American soldiers who get trapped in a Tuscan village during WWII.",Spike Lee," Derek Luke, Michael Ealy, Laz Alonso, Omar Benson Miller",6.1
PG-13,120.0,"Comedy,Drama","
    In a remarkable turn-of-events, the result of the presidential election comes down to one man's vote.",Joshua Michael Stern," Kevin Costner, Paula Patton, Kelsey Grammer, Madeline Carroll",6.1
R,94.0,"Comedy,Drama,Romance","
    A traveling art saleswoman tries to shake off a flaky motel manager who falls for her and won't leave her alone.",Stephen Belber," Jennifer Aniston, Steve Zahn, Woody Harrelson, Margo Martindale",5.8
